date,Close
2024-08-28,225.6966552734375
2024-08-29,228.98509216308594
2024-08-30,228.19784545898438
2024-08-31,228.19784545898438
2024-09-01,228.19784545898438
2024-09-02,228.19784545898438
2024-09-03,221.98968505859375
2024-09-04,220.076416015625
2024-09-05,221.60105895996094
2024-09-06,220.0465087890625
2024-09-07,220.0465087890625
2024-09-08,220.0465087890625
2024-09-09,220.13621520996094
2024-09-10,219.3389892578125
2024-09-11,221.88006591796875
2024-09-12,221.98968505859375
2024-09-13,221.72061157226562
2024-09-14,221.72061157226562
2024-09-15,221.72061157226562
2024-09-16,215.56227111816406
2024-09-17,216.03062438964844
2024-09-18,219.9169464111328
2024-09-19,228.0683135986328
2024-09-20,227.40066528320312
2024-09-21,227.40066528320312
2024-09-22,227.40066528320312
2024-09-23,225.6767120361328
2024-09-24,226.5735626220703
2024-09-25,225.57705688476562
2024-09-26,226.72305297851562
2024-09-27,226.99208068847656
2024-09-28,226.99208068847656
2024-09-29,226.99208068847656
2024-09-30,232.183837890625
2024-10-01,225.41763305664062
2024-10-02,225.98562622070312
2024-10-03,224.8795166015625
2024-10-04,226.0055694580078
2024-10-05,226.0055694580078
2024-10-06,226.0055694580078
2024-10-07,220.91348266601562
2024-10-08,224.9791717529297
2024-10-09,228.73597717285156
2024-10-10,228.23770141601562
2024-10-11,226.75294494628906
2024-10-12,226.75294494628906
2024-10-13,226.75294494628906
2024-10-14,230.48980712890625
2024-10-15,233.03086853027344
2024-10-16,230.96812438964844
2024-10-17,231.33682250976562
2024-10-18,234.17684936523438
2024-10-19,234.17684936523438
2024-10-20,234.17684936523438
2024-10-21,235.6516571044922
2024-10-22,235.03382873535156
2024-10-23,229.95169067382812
2024-10-24,229.76235961914062
2024-10-25,230.5994110107422
2024-10-26,230.5994110107422
2024-10-27,230.5994110107422
2024-10-28,232.5824432373047
2024-10-29,232.85150146484375
2024-10-30,229.29400634765625
2024-10-31,225.11868286132812
2024-11-01,222.1291961669922
2024-11-02,222.1291961669922
2024-11-03,222.1291961669922
2024-11-04,221.23233032226562
2024-11-05,222.66729736328125
2024-11-06,221.93984985351562
2024-11-07,226.6831817626953
2024-11-08,226.41383361816406
2024-11-09,226.41383361816406
2024-11-10,226.41383361816406
2024-11-11,223.69039916992188
2024-11-12,223.69039916992188
2024-11-13,224.57826232910156
2024-11-14,227.67080688476562
2024-11-15,224.4585418701172
2024-11-16,224.4585418701172
2024-11-17,224.4585418701172
2024-11-18,227.47128295898438
2024-11-19,227.73065185546875
2024-11-20,228.44891357421875
2024-11-21,227.97007751464844
2024-11-22,229.3168182373047
2024-11-23,229.3168182373047
2024-11-24,229.3168182373047
2024-11-25,232.30960083007812
2024-11-26,234.49432373046875
2024-11-27,234.36465454101562
2024-11-28,234.36465454101562
2024-11-29,236.75888061523438
2024-11-30,236.75888061523438
2024-12-01,236.75888061523438
2024-12-02,239.013427734375
2024-12-03,242.06607055664062
2024-12-04,242.42520141601562
2024-12-05,242.4551239013672
2024-12-06,242.25559997558594
2024-12-07,242.25559997558594
2024-12-08,242.25559997558594
2024-12-09,246.1562042236328
2024-12-10,247.1737518310547
2024-12-11,245.89682006835938
2024-12-12,247.36329650878906
2024-12-13,247.5328826904297
2024-12-14,247.5328826904297
2024-12-15,247.5328826904297
2024-12-16,250.4358673095703
2024-12-17,252.8699951171875
2024-12-18,247.4530792236328
2024-12-19,249.1888885498047
2024-12-20,253.87759399414062
2024-12-21,253.87759399414062
2024-12-22,253.87759399414062
2024-12-23,254.6557159423828
2024-12-24,257.57867431640625
2024-12-25,257.57867431640625
2024-12-26,258.39666748046875
2024-12-27,254.9749298095703
2024-12-28,254.9749298095703
2024-12-29,254.9749298095703
2024-12-30,251.5930938720703
2024-12-31,249.8173828125
2025-01-01,249.8173828125
2025-01-02,243.26319885253906
2025-01-03,242.7743682861328
2025-01-04,242.7743682861328
2025-01-05,242.7743682861328
2025-01-06,244.41041564941406
2025-01-07,241.62713623046875
2025-01-08,242.11593627929688
2025-01-09,242.11593627929688
2025-01-10,236.280029296875
2025-01-11,236.280029296875
2025-01-12,236.280029296875
2025-01-13,233.83592224121094
2025-01-14,232.71861267089844
2025-01-15,237.2975616455078
2025-01-16,227.710693359375
2025-01-17,229.4265594482422
2025-01-18,229.4265594482422
2025-01-19,229.4265594482422
2025-01-20,229.4265594482422
2025-01-21,222.10421752929688
2025-01-22,223.29135131835938
2025-01-23,223.1217803955078
2025-01-24,222.24388122558594
2025-01-25,222.24388122558594
2025-01-26,222.24388122558594
2025-01-27,229.3068389892578
2025-01-28,237.68663024902344
2025-01-29,238.78399658203125
2025-01-30,237.0182342529297
2025-01-31,235.4320831298828
2025-02-01,235.4320831298828
2025-02-02,235.4320831298828
2025-02-03,227.4613037109375
2025-02-04,232.23977661132812
2025-02-05,231.9105682373047
2025-02-06,232.6587677001953
2025-02-07,227.08221435546875
2025-02-08,227.08221435546875
2025-02-09,227.08221435546875
2025-02-10,227.3518524169922
2025-02-11,232.3153533935547
2025-02-12,236.55978393554688
2025-02-13,241.21368408203125
2025-02-14,244.2796630859375
2025-02-15,244.2796630859375
2025-02-16,244.2796630859375
2025-02-17,244.2796630859375
2025-02-18,244.14984130859375
2025-02-19,244.54930114746094
2025-02-20,245.508056640625
2025-02-21,245.22842407226562
2025-02-22,245.22842407226562
2025-02-23,245.22842407226562
2025-02-24,246.77639770507812
2025-02-25,246.71646118164062
2025-02-26,240.0452117919922
2025-02-27,236.98922729492188
2025-02-28,241.5232696533203
2025-03-01,241.5232696533203
2025-03-02,241.5232696533203
2025-03-03,237.71826171875
2025-03-04,235.6210174560547
2025-03-05,235.4312744140625
2025-03-06,235.0218048095703
2025-03-07,238.7569122314453
2025-03-08,238.7569122314453
2025-03-09,238.7569122314453
2025-03-10,227.1820831298828
2025-03-11,220.55078125
2025-03-12,216.69583129882812
2025-03-13,209.4053955078125
2025-03-14,213.21041870117188
2025-03-15,213.21041870117188
2025-03-16,213.21041870117188
2025-03-17,213.71974182128906
2025-03-18,212.4114532470703
2025-03-19,214.95811462402344
2025-03-20,213.81961059570312
2025-03-21,217.98414611816406
2025-03-22,217.98414611816406
2025-03-23,217.98414611816406
2025-03-24,220.44091796875
2025-03-25,223.45697021484375
2025-03-26,221.2398681640625
2025-03-27,223.5568389892578
2025-03-28,217.6146240234375
2025-03-29,217.6146240234375
2025-03-30,217.6146240234375
2025-03-31,221.83909606933594
2025-04-01,222.897705078125
2025-04-02,223.59678649902344
2025-04-03,202.9239044189453
2025-04-04,188.13330078125
2025-04-05,188.13330078125
2025-04-06,188.13330078125
2025-04-07,181.2223663330078
2025-04-08,172.19419860839844
2025-04-09,198.58958435058594
2025-04-10,190.17062377929688
2025-04-11,197.89048767089844
2025-04-12,197.89048767089844
2025-04-13,197.89048767089844
2025-04-14,202.25477600097656
2025-04-15,201.87527465820312
2025-04-16,194.0155792236328
2025-04-17,196.72203063964844
2025-04-18,196.72203063964844
2025-04-19,196.72203063964844
2025-04-20,196.72203063964844
2025-04-21,192.9070281982422
2025-04-22,199.47842407226562
2025-04-23,204.33206176757812
2025-04-24,208.09710693359375
2025-04-25,209.00592041015625
2025-04-26,209.00592041015625
2025-04-27,209.00592041015625
2025-04-28,209.8647918701172
2025-04-29,210.9333953857422
2025-04-30,212.22171020507812
2025-05-01,213.04063415527344
2025-05-02,205.08106994628906
2025-05-03,205.08106994628906
2025-05-04,205.08106994628906
2025-05-05,198.62953186035156
2025-05-06,198.25001525878906
2025-05-07,195.99298095703125
2025-05-08,197.2313690185547
2025-05-09,198.27000427246094
2025-05-10,198.27000427246094
2025-05-11,198.27000427246094
2025-05-12,210.7899932861328
2025-05-13,212.92999267578125
2025-05-14,212.3300018310547
2025-05-15,211.4499969482422
2025-05-16,211.25999450683594
2025-05-17,211.25999450683594
2025-05-18,211.25999450683594
2025-05-19,208.77999877929688
2025-05-20,206.86000061035156
2025-05-21,202.08999633789062
2025-05-22,201.36000061035156
2025-05-23,195.27000427246094
2025-05-24,195.27000427246094
2025-05-25,195.27000427246094
2025-05-26,195.27000427246094
2025-05-27,200.2100067138672
2025-05-28,200.4199981689453
2025-05-29,200.4199981689453
